대학,단과대학,학과,전형분류,전형,정원,약어,비고
성균관대학교,인문계,인문과학계열,학생부종합전형,계열모집,40,SKKU,
성균관대학교,인문계,인문과학계열,학생부교과전형,학교장추천,40,SKKU,
성균관대학교,인문계,인문과학계열,논술전형,논술우수,40,SKKU,
성균관대학교,인문계,사회과학계열,학생부종합전형,계열모집,55,SKKU,
성균관대학교,인문계,사회과학계열,학생부교과전형,학교장추천,40,SKKU,
성균관대학교,인문계,사회과학계열,논술전형,논술우수,40,SKKU,
성균관대학교,인문계,경영학과,학생부종합전형,학과모집,70,SKKU,
성균관대학교,인문계,경영학과,논술전형,논술우수,25,SKKU,
성균관대학교,인문계,글로벌리더학과,학생부종합전형,학과모집,36,SKKU,
성균관대학교,인문계,글로벌리더학과,논술전형,논술우수,15,SKKU,
성균관대학교,인문계,글로벌경제학과,학생부종합전형,학과모집,50,SKKU,
성균관대학교,인문계,글로벌경제학과,논술전형,논술우수,15,SKKU,
성균관대학교,인문계,글로벌경영학과,학생부종합전형,학과모집,57,SKKU,
성균관대학교,인문계,글로벌경영학과,논술전형,논술우수,15,SKKU,
성균관대학교,인문계,교육학과,학생부종합전형,학과모집,15,SKKU,
성균관대학교,인문계,교육학과,학생부교과전형,학교장추천,5,SKKU,
성균관대학교,인문계,한문교육과,학생부종합전형,학과모집,15,SKKU,
성균관대학교,인문계,한문교육과,학생부교과전형,학교장추천,5,SKKU,
성균관대학교,인문계,유학동양학과,학생부종합전형,학과모집,20,SKKU,
성균관대학교,인문계,유학동양학과,학생부교과전형,학교장추천,10,SKKU,
성균관대학교,인문계,국어국문학과,학생부종합전형,학과모집,9,SKKU,
성균관대학교,인문계,국어국문학과,학생부교과전형,학교장추천,3,SKKU,
성균관대학교,인문계,프랑스어문학과,학생부종합전형,학과모집,9,SKKU,
성균관대학교,인문계,프랑스어문학과,학생부교과전형,학교장추천,3,SKKU,
성균관대학교,인문계,독어독문학과,학생부종합전형,학과모집,9,SKKU,
성균관대학교,인문계,독어독문학과,학생부교과전형,학교장추천,3,SKKU,
성균관대학교,인문계,러시아어문학과,학생부종합전형,학과모집,9,SKKU,
성균관대학교,인문계,러시아어문학과,학생부교과전형,학교장추천,3,SKKU,
성균관대학교,인문계,한문학과,학생부종합전형,학과모집,15,SKKU,
성균관대학교,인문계,한문학과,학생부교과전형,학교장추천,5,SKKU,
성균관대학교,인문계,사학과,학생부종합전형,학과모집,9,SKKU,
성균관대학교,인문계,사학과,학생부교과전형,학교장추천,3,SKKU,
성균관대학교,인문계,철학과,학생부종합전형,학과모집,9,SKKU,
성균관대학교,인문계,철학과,학생부교과전형,학교장추천,3,SKKU,
성균관대학교,인문계,사회학과,학생부종합전형,학과모집,15,SKKU,
성균관대학교,인문계,사회학과,학생부교과전형,학교장추천,5,SKKU,
성균관대학교,인문계,사회복지학과,학생부종합전형,학과모집,15,SKKU,
성균관대학교,인문계,사회복지학과,학생부교과전형,학교장추천,5,SKKU,
성균관대학교,인문계,심리학과,학생부종합전형,학과모집,9,SKKU,
성균관대학교,인문계,심리학과,학생부교과전형,학교장추천,3,SKKU,
성균관대학교,인문계,아동청소년학과,학생부종합전형,학과모집,15,SKKU,
성균관대학교,인문계,아동청소년학과,학생부교과전형,학교장추천,5,SKKU,
성균관대학교,인문계,통계학과,학생부종합전형,학과모집,9,SKKU,
성균관대학교,인문계,통계학과,학생부교과전형,학교장추천,3,SKKU,
성균관대학교,인문계,영상학과,학생부종합전형,학과모집,12,SKKU,
성균관대학교,인문계,영상학과,학생부교과전형,학교장추천,5,SKKU,
성균관대학교,인문계,의상학과,학생부종합전형,학과모집,15,SKKU,
성균관대학교,인문계,의상학과,학생부교과전형,학교장추천,5,SKKU,
성균관대학교,자연계,자연과학계열,학생부종합전형,계열모집,45,SKKU,
성균관대학교,자연계,자연과학계열,학생부교과전형,학교장추천,40,SKKU,
성균관대학교,자연계,자연과학계열,논술전형,논술우수,35,SKKU,
성균관대학교,자연계,전자전기공학부,학생부종합전형,학과모집,60,SKKU,
성균관대학교,자연계,전자전기공학부,학생부교과전형,학교장추천,25,SKKU,
성균관대학교,자연계,전자전기공학부,논술전형,논술우수,25,SKKU,
성균관대학교,자연계,공학계열,학생부종합전형,계열모집,140,SKKU,
성균관대학교,자연계,공학계열,학생부교과전형,학교장추천,70,SKKU,
성균관대학교,자연계,공학계열,논술전형,논술우수,80,SKKU,
성균관대학교,자연계,소프트웨어학과,학생부종합전형,학과모집,30,SKKU,
성균관대학교,자연계,소프트웨어학과,학생부교과전형,학교장추천,10,SKKU,
성균관대학교,자연계,소프트웨어학과,논술전형,논술우수,10,SKKU,
성균관대학교,자연계,반도체시스템공학과,학생부종합전형,학과모집,28,SKKU,
성균관대학교,자연계,반도체시스템공학과,논술전형,논술우수,12,SKKU,
성균관대학교,자연계,글로벌바이오메디컬공학과,학생부종합전형,학과모집,30,SKKU,
성균관대학교,자연계,글로벌바이오메디컬공학과,논술전형,논술우수,10,SKKU,
성균관대학교,자연계,건축학과(5년제),학생부종합전형,학과모집,21,SKKU,
성균관대학교,자연계,건축학과(5년제),학생부교과전형,학교장추천,5,SKKU,
성균관대학교,자연계,건축학과(5년제),논술전형,논술우수,15,SKKU,
성균관대학교,자연계,약학과,학생부종합전형,학과모집,30,SKKU,
성균관대학교,자연계,약학과,논술전형,논술우수,5,SKKU,
성균관대학교,자연계,의예과,학생부종합전형,학과모집,25,SKKU,
성균관대학교,자연계,수학교육과,학생부종합전형,학과모집,15,SKKU,
성균관대학교,자연계,수학교육과,학생부교과전형,학교장추천,5,SKKU,
성균관대학교,자연계,컴퓨터교육과,학생부종합전형,학과모집,15,SKKU,
성균관대학교,자연계,컴퓨터교육과,학생부교과전형,학교장추천,5,SKKU,
성균관대학교,자연계,생명과학과,학생부종합전형,학과모집,9,SKKU,
성균관대학교,자연계,생명과학과,학생부교과전형,학교장추천,3,SKKU,
성균관대학교,자연계,수학과,학생부종합전형,학과모집,9,SKKU,
성균관대학교,자연계,수학과,학생부교과전형,학교장추천,3,SKKU,
성균관대학교,자연계,물리학과,학생부종합전형,학과모집,9,SKKU,
성균관대학교,자연계,물리학과,학생부교과전형,학교장추천,3,SKKU,
성균관대학교,자연계,화학과,학생부종합전형,학과모집,9,SKKU,
성균관대학교,자연계,화학과,학생부교과전형,학교장추천,3,SKKU,
성균관대학교,자연계,건설환경공학부,학생부종합전형,학과모집,9,SKKU,
성균관대학교,자연계,건설환경공학부,학생부교과전형,학교장추천,3,SKKU,
성균관대학교,예체능계,연기예술학과 - 연기전공,특기자전형,특기자전형,20,SKKU,
성균관대학교,예체능계,연기예술학과 - 연출전공,특기자전형,특기자전형,9,SKKU,
성균관대학교,예체능계,무용학과 - 한국무용전공,특기자전형,특기자전형,13,SKKU,
성균관대학교,예체능계,무용학과 - 발레전공,특기자전형,특기자전형,12,SKKU,
성균관대학교,예체능계,무용학과 - 현대무용전공,특기자전형,특기자전형,12,SKKU,
성균관대학교,예체능계,스포츠과학,학생부종합전형,학과모집,20,SKKU,
성균관대학교,예체능계,스포츠과학,특기자전형,특기자전형,32,SKKU,
